Wavelength (nm),Sum(calc),Na I (5.9e-4),Na II (1.2e-2),Na III (4.5e-21),Mg I (2.5e-3),Mg II (2.0e-2),Mg III (1.2e-5),Al I (2.1e-2),Al II (1.4e-1),Al III (4.1e-6),Si I (2.1e-1),Si II (4.1e-1),Si III (1.9e-5),K I (1.5e-3),K II (4.7e-2),K III (1.3e-12),Ca I (6.2e-4),Ca II (1.5e-2),Ca III (2.1e-4),Cr I (0.0e+0),Cr II (0.0e+0),Mn I (1.1e-4),Mn II (8.7e-4),Fe I (7.6e-3),Fe II (4.2e-2),Fe III (5.7e-6),Cu I (7.1e-4),Cu II (1.7e-3),Zn I (2.9e-3),Zn II (4.6e-3),Y I (0.0e+0),Y II (0.0e+0),La I (1.1e-3),La II (4.9e-2),Ce I (0.0e+0),Ce II (0.0e+0),Pr II (0.0e+0),Nd I (0.0e+0),Nd II (0.0e+0),Eu I (0.0e+0),Eu II (0.0e+0),Dy I (0.0e+0),Dy II (0.0e+0),Ho I (0.0e+0),Ho II (0.0e+0),Er I (0.0e+0),Er II (0.0e+0),Tm I (0.0e+0),Tm II (0.0e+0),Yb I (0.0e+0),Yb II (0.0e+0),Lu I (0.0e+0),Lu II (0.0e+0)
201.74,4.118e+1,,,1.110e-42,7.381e-7,,1.763e-42,,4.653e-1,,,3.403e-1,4.836e-20,,,,,,7.289e-16,,,,1.066e-16,,3.849e+1,4.358e-6,2.155e-5,1.886e+0,,4.199e-5,,,,,,,,,,,,,,,,,,,,,,,
201.76,4.363e+1,,,1.060e-42,1.950e-6,,1.829e-42,,3.997e-1,,,3.048e-1,1.948e-20,,,,,,8.397e-16,,,,1.113e-16,,4.142e+1,4.198e-6,4.783e-5,1.506e+0,,1.072e-4,,,,,,,,,,,,,,,,,,,,,,,
201.79,4.803e+1,,,9.899e-43,8.019e-6,,1.927e-42,,3.050e-1,,,2.484e-1,4.769e-21,,,,,,9.933e-16,,,,1.183e-16,,4.645e+1,3.926e-6,1.513e-4,1.029e+0,,4.182e-4,,,,,,,,,,,,,,,,,,,,,,,
201.81,5.119e+1,,,9.578e-43,1.999e-5,,1.993e-42,,2.478e-1,,,2.110e-1,1.813e-21,,,,,,1.079e-15,,,,1.230e-16,,4.995e+1,3.719e-6,3.168e-4,7.743e-1,,1.007e-3,,,,,,,,,,,,,,,,,,,,,,,
201.84,5.572e+1,,,9.608e-43,7.526e-5,,2.092e-42,,1.749e-1,,,1.586e-1,4.064e-22,,,,,,1.168e-15,,,,1.300e-16,,5.489e+1,3.373e-6,9.181e-4,4.839e-1,,3.597e-3,,,,,,,,,,,,,,,,,,,,,,,
201.86,5.831e+1,,,1.017e-42,1.769e-4,,2.158e-42,,1.361e-1,,,1.275e-1,1.457e-22,,,,,,1.196e-15,,,,1.346e-16,,5.769e+1,3.121e-6,1.812e-3,3.434e-1,,8.166e-3,,,,,,,,,,,,,,,,,,,,,,,
201.89,6.118e+1,,,1.220e-42,6.102e-4,,2.257e-42,,9.272e-2,,,8.807e-2,2.991e-23,,,,,,1.186e-15,,,,1.416e-16,,6.077e+1,2.720e-6,4.810e-3,1.964e-1,,2.673e-2,,,,,,,,,,,,,,,,,,,,,,,
201.91,6.230e+1,,,1.458e-42,1.353e-3,,2.323e-42,,7.325e-2,,,6.689e-2,1.011e-23,,,,,,1.144e-15,,,,1.463e-16,,6.196e+1,2.447e-6,8.955e-3,1.315e-1,,5.723e-2,,,,,,,,,,,,,,,,,,,,,,,
201.93,6.275e+1,,,1.796e-42,2.929e-3,,2.389e-42,,6.064e-2,,,4.964e-2,3.336e-24,,,,,,1.079e-15,,,,1.510e-16,,6.242e+1,2.179e-6,1.628e-2,8.615e-2,,1.197e-1,,,,,,,,,,,,,,,,,,,,,,,
201.96,6.231e+1,,,2.519e-42,8.935e-3,,2.488e-42,,5.303e-2,,,3.040e-2,6.052e-25,,,,,,9.448e-16,,,,1.580e-16,,6.179e+1,1.803e-6,3.821e-2,4.436e-2,,3.465e-1,,,,,,,,,,,,,,,,,,,,,,,
201.98,6.145e+1,,,3.160e-42,1.825e-2,,2.554e-42,,5.445e-2,,,2.129e-2,1.883e-25,,,,,,8.397e-16,,,,1.627e-16,,6.057e+1,1.582e-6,6.553e-2,2.870e-2,,6.834e-1,,,,,,,,,,,,,,,,,,,,,,,
202.01,5.983e+1,,,4.372e-42,5.098e-2,,2.653e-42,,6.454e-2,,,1.195e-2,3.127e-26,,,,,,6.732e-16,,,,1.697e-16,,5.773e+1,1.313e-6,1.408e-1,1.769e-2,,1.812e+0,,,,,,,,,,,,,,,,,,,,,,,
202.03,5.905e+1,,,5.342e-42,9.822e-2,,2.719e-42,,7.555e-2,,,7.894e-3,9.039e-27,,,,,,5.641e-16,,,,1.743e-16,,5.525e+1,1.185e-6,2.278e-1,1.712e-2,,3.370e+0,,,,,,,,,,,,,,,,,,,,,,,
202.06,5.980e+1,,,7.005e-42,2.513e-1,,2.818e-42,,9.661e-2,,,4.057e-3,1.376e-27,,,,,,4.141e-16,,,,1.813e-16,,5.079e+1,1.080e-6,4.483e-1,2.721e-2,,8.184e+0,,,,,,,,,,,,,,,,,,,,,,,
202.08,6.306e+1,,,8.215e-42,4.566e-1,,2.884e-42,,1.125e-1,,,2.528e-3,3.809e-28,,,,,,3.273e-16,,,,1.860e-16,,4.740e+1,1.072e-6,6.837e-1,4.409e-2,,1.436e+1,,,,,,,,,,,,,,,,,,,,,,,
202.11,7.627e+1,,,1.009e-41,1.070e+0,,2.983e-42,,1.366e-1,,,1.189e-3,5.681e-28,,,,,,2.204e-16,,,,1.930e-16,,4.180e+1,1.151e-6,1.232e+0,9.501e-2,,3.193e+1,,,,,,,,,,,,,,,,,,,,,,,
202.13,9.458e+1,,,1.131e-41,1.834e+0,,3.049e-42,,1.515e-1,,,6.987e-4,6.929e-28,,,,,,1.650e-16,,,,1.977e-16,,3.783e+1,1.262e-6,1.773e+0,1.565e-1,,5.284e+1,,,,,,,,,,,,,,,,,,,,,,,
202.16,1.467e+2,,,1.297e-41,3.937e+0,,3.148e-42,,1.696e-1,,,3.010e-4,8.801e-28,,,,,,1.039e-16,,,,2.047e-16,,3.167e+1,1.507e-6,2.926e+0,3.182e-1,,1.076e+2,,,,,,,,,,,,,,,,,,,,,,,
202.18,2.066e+2,,,1.387e-41,6.362e+0,,3.214e-42,,1.777e-1,,,1.667e-4,1.005e-27,,,,,,7.616e-17,,,,2.094e-16,,2.757e+1,1.714e-6,3.969e+0,4.965e-1,,1.680e+2,,,,,,,,,,,,,,,,,,,,,,,
202.2,2.959e+2,,,1.456e-41,1.004e+1,,3.280e-42,,1.819e-1,,,9.016e-5,1.130e-27,,,,,,5.751e-17,,,,2.140e-16,,2.359e+1,1.951e-6,5.259e+0,7.568e-1,,2.561e+2,,,,,,,,,,,,,,,,,,,,,,,
202.23,5.076e+2,,,1.512e-41,1.907e+1,,3.379e-42,,1.803e-1,,,3.432e-5,1.317e-27,,,,,,4.456e-17,,,,2.211e-16,,1.803e+1,2.351e-6,7.676e+0,1.363e+0,,4.613e+2,,,,,,,,,,,,,,,,,,,,,,,
202.25,7.180e+2,,,1.513e-41,2.839e+1,,3.445e-42,,1.740e-1,,,1.750e-5,1.442e-27,,,,,,4.521e-17,,,,2.257e-16,,1.471e+1,2.642e-6,9.591e+0,1.960e+0,,6.632e+2,,,,,,,,,,,,,,,,,,,,,,,
202.28,1.170e+3,,,1.461e-41,4.936e+1,,3.543e-42,,1.579e-1,,,6.096e-6,1.629e-27,,,,,,6.029e-17,,,,2.327e-16,,1.042e+1,3.116e-6,1.282e+1,3.233e+0,,1.094e+3,,,,,,,,,,,,,,,,,,,,,,,
202.3,1.581e+3,,,1.393e-41,6.932e+1,,3.609e-42,,1.438e-1,,,2.930e-6,1.754e-27,,,,,,8.070e-17,,,,2.374e-16,,8.070e+0,3.459e-6,1.511e+1,4.384e+0,,1.484e+3,,,,,,,,,,,,,,,,,,,,,,,
202.33,2.383e+3,,,1.252e-41,1.104e+2,,3.708e-42,,1.195e-1,,,9.342e-7,1.941e-27,,,,,,1.296e-16,,,,2.444e-16,,5.277e+0,4.029e-6,1.849e+1,6.626e+0,,2.242e+3,,,,,,,,,,,,,,,,,,,,,,,
202.35,3.046e+3,,,1.138e-41,1.462e+2,,3.774e-42,,1.026e-1,,,4.233e-7,2.066e-27,,4.184e-23,,,,1.763e-16,,,,2.491e-16,,3.867e+0,4.455e-6,2.055e+1,8.473e+0,,2.867e+3,,,,,,,,,,,,,,,,,,,,,,,
202.38,4.218e+3,,,9.532e-42,2.133e+2,,3.873e-42,,7.804e-2,,,1.235e-7,2.253e-27,,2.865e-22,,,,2.706e-16,,,,2.561e-16,,2.325e+0,5.179e-6,2.304e+1,1.173e+1,,3.968e+3,,,,,,,,,,,,,,,,,,,,,,,
202.4,5.092e+3,,,8.296e-42,2.664e+2,,3.939e-42,,6.316e-2,,,5.276e-8,2.378e-27,,1.003e-21,,,,3.506e-16,,,,2.608e-16,,1.610e+0,5.720e-6,2.415e+1,1.415e+1,,4.786e+3,,,,,,,,,,,,,,,,,,,,,,,
202.43,6.466e+3,,,6.586e-42,3.560e+2,,4.038e-42,,4.400e-2,,,1.409e-8,2.565e-27,,7.865e-21,,,,4.956e-16,,,,2.678e-16,,8.885e-1,6.605e-6,2.479e+1,1.793e+1,,6.067e+3,,,,,,,,,,,,,,,,,,,,,,,
202.45,7.366e+3,,,5.623e-42,4.194e+2,,4.104e-42,,3.358e-2,,,5.673e-9,2.690e-27,,2.643e-20,,,,6.066e-16,,,,2.724e-16,,5.808e-1,7.222e-6,2.450e+1,2.040e+1,,6.901e+3,,,,,,,,,,,,,,,,,,,,,,,
202.47,8.197e+3,,,4.862e-42,4.827e+2,,4.170e-42,,2.503e-2,,,2.231e-9,2.814e-27,,8.685e-20,,,,7.254e-16,,,,2.771e-16,,3.709e-1,7.832e-6,2.366e+1,2.267e+1,,7.668e+3,,,,,,,,,,,,,,,,,,,,,,,
202.5,9.213e+3,,,4.210e-42,5.703e+2,,4.269e-42,,1.542e-2,,,5.262e-10,3.001e-27,,4.965e-19,,,,9.083e-16,,,,2.841e-16,,1.812e-1,8.665e-6,2.148e+1,2.542e+1,,8.595e+3,,,,,,,,,,,,,,,,,,,,,,,
202.52,9.673e+3,,,4.178e-42,6.190e+2,,4.335e-42,,1.084e-2,,,1.951e-10,3.126e-27,,1.544e-18,,,,1.025e-15,,,,2.888e-16,,1.092e-1,9.114e-6,1.955e+1,2.664e+1,,9.008e+3,,,,,,,,,,,,,,,,,,,,,,,
202.55,9.962e+3,,,4.876e-42,6.699e+2,,4.434e-42,,6.111e-3,,,4.211e-11,3.313e-27,,8.130e-18,,,,1.177e-15,,,,2.958e-16,,4.892e-2,9.544e-6,1.626e+1,2.736e+1,,9.248e+3,,,,,,,,,,,,,,,,,,,,,,,
202.57,9.867e+3,,,5.925e-42,6.858e+2,,4.500e-42,,4.050e-3,,,1.472e-11,3.438e-27,,2.394e-17,,,,1.253e-15,,,,3.005e-16,,2.786e-2,9.628e-6,1.396e+1,2.704e+1,,9.141e+3,,,,,,,,,,,,,,,,,,,,,,,
202.6,9.311e+3,,,8.526e-42,6.798e+2,,4.599e-42,,2.091e-3,,,2.908e-12,3.625e-27,,1.161e-16,,,,1.318e-15,,,,3.075e-16,,1.166e-2,9.418e-6,1.063e+1,2.544e+1,,8.595e+3,,,,,,,,,,,,,,,,,,,,,,,
202.62,8.701e+3,,,1.102e-41,6.563e+2,,4.665e-42,,1.307e-3,,,9.577e-13,3.750e-27,,3.237e-16,,,,1.325e-15,,,,1.124e-15,,6.671e-3,9.056e-6,8.606e+0,2.372e+1,,8.012e+3,,,,,,,,,,,,,,,,,,,,,,,
202.65,7.523e+3,,,1.597e-41,5.959e+2,,4.764e-42,,6.179e-4,,,1.732e-13,3.937e-27,,1.447e-15,,,,1.279e-15,,,,8.335e-15,,3.927e-3,8.229e-6,6.001e+0,2.045e+1,,6.901e+3,,,,,,,,,,,,,,,,,,,,,,,
202.67,6.632e+3,,,2.006e-41,5.426e+2,,4.830e-42,,3.641e-4,,,5.377e-14,4.062e-27,,3.822e-15,,,,1.213e-15,,,,2.886e-14,,4.371e-3,7.534e-6,4.582e+0,1.798e+1,,6.067e+3,,,,,,,,,,,,,,,,,,,,,,,
202.7,5.254e+3,,,2.722e-41,4.512e+2,,4.929e-42,,1.576e-4,,,8.899e-15,4.249e-27,,1.575e-14,,,,1.073e-15,,,,1.781e-13,,8.861e-3,6.375e-6,2.926e+0,1.421e+1,,4.786e+3,,,,,,,,,,,,,,,,,,,,,,,
202.72,4.369e+3,,,3.249e-41,3.875e+2,,4.995e-42,,8.759e-5,,,2.605e-15,4.374e-27,,3.941e-14,,,,9.608e-16,,,,5.822e-13,,1.587e-2,5.585e-6,2.107e+0,1.179e+1,,3.968e+3,,,,,,,,,,,,,,,,,,,,,,,
202.74,3.550e+3,,,3.797e-41,3.251e+2,,5.061e-42,,4.754e-5,,,7.445e-16,4.499e-27,,9.649e-14,,,,8.408e-16,,,,1.860e-12,,2.846e-2,4.826e-6,1.482e+0,9.568e+0,,3.214e+3,,,,,,,,,,,,,,,,,,,,,,,
202.77,2.489e+3,,,4.607e-41,2.391e+2,,5.159e-42,,1.819e-5,,,1.088e-16,4.686e-27,,3.550e-13,,,,6.592e-16,,,,1.017e-11,,6.617e-2,3.812e-6,8.370e-1,6.703e+0,,2.242e+3,,,,,,,,,,,,,,,,,,,,,,,
202.79,1.907e+3,,,5.105e-41,1.892e+2,,5.225e-42,,9.311e-6,,,1.080e-16,4.811e-27,,8.235e-13,,,,5.447e-16,,,,3.067e-11,,1.129e-1,3.246e-6,5.552e-1,5.145e+0,,1.712e+3,,,,,,,,,,,,,,,,,,,,,,,
202.82,1.225e+3,,,5.735e-41,1.274e+2,,5.324e-42,,3.262e-6,,,1.068e-16,4.998e-27,,2.794e-12,,,,3.924e-16,,,,1.538e-10,,2.413e-1,2.584e-6,2.871e-1,3.333e+0,,1.094e+3,,,,,,,,,,,,,,,,,,,,,,,
202.84,8.863e+2,,,6.052e-41,9.509e+1,,1.941e-41,,1.574e-6,,,1.060e-16,5.123e-27,,6.142e-12,,,,3.071e-16,,,,4.379e-10,,3.887e-1,2.263e-6,1.796e-1,2.443e+0,,7.882e+2,,,,,,,,,,,,,,,,,,,,,,,
202.87,5.223e+2,,,6.352e-41,5.867e+1,,1.294e-40,,5.050e-7,,,1.048e-16,5.310e-27,,1.922e-11,,,,2.055e-16,,,,2.015e-9,,7.609e-1,1.933e-6,8.506e-2,1.505e+0,,4.613e+2,,,,,,,,,,,,,,,,,,,,,,,
202.89,3.570e+2,,,6.436e-41,4.129e+1,,4.455e-40,,2.298e-7,,,1.040e-16,5.435e-27,,4.003e-11,,,,1.554e-16,,,,5.415e-9,,1.157e+0,1.792e-6,5.019e-2,1.093e+0,,3.134e+2,,,,,,,,,,,,,,,,,,,,,,,
202.92,1.941e+2,,,6.410e-41,2.333e+1,,2.724e-39,,6.751e-8,,,1.028e-16,5.622e-27,,1.155e-10,,,,1.049e-16,,,,2.285e-8,,2.075e+0,1.657e-6,2.177e-2,7.075e-1,,1.680e+2,,,,,,,,,,,,,,,,,,,,,,,
202.94,1.267e+2,,,6.314e-41,1.549e+1,,8.848e-39,,2.897e-8,,,1.020e-16,5.747e-27,,2.278e-10,,,,8.680e-17,,,,5.799e-8,,2.976e+0,1.594e-6,1.211e-2,5.633e-1,,1.076e+2,,,,,,,,,,,,,,,,,,,,,,,
202.96,8.208e+1,,,6.175e-41,1.004e+1,,2.809e-38,,1.214e-8,,,1.012e-16,5.872e-27,,4.398e-10,,,,8.077e-17,,,,1.438e-7,,4.170e+0,1.538e-6,6.582e-3,4.806e-1,,6.738e+1,,,,,,,,,,,,,,,,,,,,,,,
202.99,4.401e+1,,,5.918e-41,5.019e+0,,1.521e-37,,3.152e-9,,,1.000e-16,6.059e-27,,1.132e-9,,,,9.519e-17,,,,5.379e-7,,6.622e+0,1.449e-6,2.524e-3,4.314e-1,,3.193e+1,,,,,,,,,,,,,,,,,,,,,,,
203.01,3.111e+1,,,5.732e-41,3.070e+0,,4.557e-37,,1.246e-9,,,9.923e-17,6.184e-27,,2.070e-9,,,,1.221e-16,,,,1.259e-6,,8.754e+0,1.381e-6,1.294e-3,4.286e-1,,1.885e+1,,,,,,,,,,,,,,,,,,,,,,,
203.04,2.278e+1,,,5.441e-41,1.405e+0,,2.263e-36,,2.962e-10,,,9.803e-17,6.371e-27,,4.910e-9,,,,1.933e-16,,,,4.321e-6,,1.274e+1,1.266e-6,4.543e-4,4.468e-1,,8.184e+0,,,,,,,,,,,,,,,,,,,,,,,
203.06,2.172e+1,,,5.238e-41,8.104e-1,,6.401e-36,,1.104e-10,,,9.723e-17,6.496e-27,,8.498e-9,,,,2.651e-16,,,,9.552e-6,,1.589e+1,1.189e-6,2.196e-4,4.673e-1,,4.557e+0,,,,,,,,,,,,,,,,,,,,,,,
203.09,2.386e+1,,,4.904e-41,3.397e-1,,2.915e-35,,2.402e-11,,,9.603e-17,6.683e-27,,1.857e-8,,,,4.158e-16,,,,3.007e-5,,2.119e+1,1.092e-6,7.063e-5,5.103e-1,,1.812e+0,,,,,,,,,,,,,,,,,,,,,,,
203.11,2.664e+1,,,4.653e-41,1.848e-1,,7.781e-35,,8.442e-12,,,9.523e-17,6.808e-27,,3.042e-8,,,,5.481e-16,,,,6.276e-5,,2.494e+1,1.056e-6,3.220e-5,5.553e-1,,9.514e-1,,,,,,,,,,,,,,,,,,,,,,,
203.14,3.159e+1,,,4.219e-41,7.097e-2,,3.249e-34,,1.683e-12,,,9.403e-17,6.995e-27,,6.120e-8,,,,7.961e-16,,,,1.813e-4,,3.049e+1,1.079e-6,9.483e-6,6.791e-1,,3.465e-1,,,,,,,,,,,,,,,,,,,,,,,
203.16,3.491e+1,,,3.892e-41,3.641e-2,,8.187e-34,,5.575e-13,,,9.323e-17,7.120e-27,,9.489e-8,,,,9.924e-16,,,,3.572e-4,,3.387e+1,1.167e-6,4.077e-6,8.329e-1,,1.716e-1,,,,,,,,,,,,,,,,,,,,,,,
203.19,3.930e+1,,,3.356e-41,1.281e-2,,3.135e-33,,1.017e-13,,,9.203e-17,7.307e-27,,1.758e-7,,,,1.323e-15,,,,9.467e-4,,3.797e+1,1.446e-6,1.100e-6,1.263e+0,,5.723e-2,,,,,,,,,,,,,,,,,,,,,,,
203.21,4.161e+1,,,2.981e-41,6.197e-3,,7.456e-33,,3.179e-14,,,9.123e-17,7.432e-27,,2.579e-7,,,,1.557e-15,,,,1.762e-3,,3.981e+1,1.753e-6,4.458e-7,1.765e+0,,2.673e-2,,,,,,,,,,,,,,,,,,,,,,,
203.23,4.336e+1,,,2.607e-41,2.929e-3,,1.733e-32,,9.701e-15,,,9.043e-17,7.556e-27,,3.701e-7,,,,1.790e-15,,,,3.204e-3,,4.081e+1,2.174e-6,1.766e-7,2.527e+0,,1.220e-2,,,,,,,,,,,,,,,,,,,,,,,
203.26,4.502e+1,,,2.078e-41,9.111e-4,,5.878e-32,,1.565e-15,,,8.923e-17,7.744e-27,,6.104e-7,,,,2.112e-15,,,,7.527e-3,,4.062e+1,3.044e-6,4.211e-8,4.384e+0,,3.597e-3,,,,,,,,,,,,,,,,,,,,,,,
203.28,4.572e+1,,,1.767e-41,4.062e-4,,1.289e-31,,4.503e-16,,,8.843e-17,7.868e-27,,8.291e-7,,,,2.291e-15,,,,1.293e-2,,3.942e+1,3.792e-6,1.573e-8,6.286e+0,,1.548e-3,,,,,,,,,,,,,,,,,,,,,,,
203.31,4.681e+1,,,1.388e-41,1.157e-4,,4.011e-31,,6.652e-17,,,8.723e-17,8.056e-27,,1.259e-6,,,,2.478e-15,,,,2.786e-2,,3.627e+1,5.171e-6,3.435e-9,1.052e+1,,4.182e-4,,,,,,,,,,,,,,,,,,,,,,,
203.33,4.808e+1,,,1.205e-41,4.866e-5,,8.303e-31,,1.805e-17,,,8.643e-17,8.180e-27,,1.619e-6,,,,2.536e-15,,,,4.518e-2,,3.354e+1,6.249e-6,1.210e-9,1.450e+1,,1.697e-4,,,,,,,,,,,,,,,,,,,,,,,
203.36,5.175e+1,,,1.044e-41,1.270e-5,,2.369e-30,,1.949e-17,,,8.523e-17,8.367e-27,,2.266e-6,,,,2.514e-15,,,,8.938e-2,,2.904e+1,8.070e-6,2.420e-10,2.263e+1,,4.199e-5,,,,,,,,,,,,,,,,,,,,,,,
203.38,5.591e+1,,,1.013e-41,5.035e-6,,4.628e-30,,2.044e-17,,,8.443e-17,8.492e-27,,2.760e-6,,,,2.428e-15,,,,1.369e-1,,2.609e+1,9.385e-6,8.039e-11,2.969e+1,,1.607e-5,,,,,,,,,,,,,,,,,,,,,,,
203.41,6.542e+1,,,1.068e-41,1.203e-6,,1.211e-29,,2.188e-17,,,8.323e-17,8.679e-27,,3.564e-6,,,,2.206e-15,,,,2.485e-1,,2.224e+1,1.144e-5,1.473e-11,4.293e+1,,3.642e-6,,,,,,,,,,,,,,,,,,,,,,,
203.43,7.415e+1,,,1.164e-41,4.501e-7,,2.233e-29,,2.284e-17,,,8.243e-17,8.804e-27,,4.116e-6,,,,2.010e-15,,,,3.593e-1,,2.027e+1,1.282e-5,4.613e-12,5.353e+1,,1.315e-6,,,,,,,,,,,,,,,,,,,,,,,
203.46,9.074e+1,,,1.373e-41,9.853e-8,,5.357e-29,,2.427e-17,,,8.123e-17,8.991e-27,,4.915e-6,,,,1.674e-15,,,,5.988e-1,,1.840e+1,1.484e-5,7.739e-13,7.175e+1,,2.729e-7,,,,,,,,,,,,,,,,,,,,,,,
203.48,1.038e+2,,,1.539e-41,3.476e-8,,9.326e-29,,2.523e-17,,,8.043e-17,9.116e-27,,5.394e-6,,,,1.440e-15,,,,8.178e-1,,1.789e+1,1.612e-5,2.286e-13,8.507e+1,,9.291e-8,,,,,,,,,,,,,,,,,,,,,,,
203.5,1.179e+2,,,1.714e-41,1.198e-8,,1.587e-28,,2.619e-17,,,7.962e-17,9.241e-27,,5.802e-6,,,,1.211e-15,,,,1.092e+0,,1.791e+1,1.731e-5,6.597e-14,9.891e+1,,3.090e-8,,,,,,,,,,,,,,,,,,,,,,,
203.53,1.399e+2,,,1.968e-41,2.318e-9,,3.371e-28,,2.762e-17,,,7.842e-17,9.428e-27,,6.245e-6,,,,8.965e-16,,,,1.614e+0,,1.870e+1,1.892e-5,9.786e-15,1.196e+2,,5.671e-9,,,,,,,,,,,,,,,,,,,,,,,
203.55,1.541e+2,,,2.115e-41,7.535e-10,,5.413e-28,,2.858e-17,,,7.762e-17,9.553e-27,,6.407e-6,,,,7.173e-16,,,,2.036e+0,,1.954e+1,1.987e-5,2.663e-15,1.325e+2,,1.779e-9,,,,,,,,,,,,,,,,,,,,,,,
203.58,1.728e+2,,,2.284e-41,1.336e-10,,1.055e-27,,3.002e-17,,,7.642e-17,9.740e-27,,6.437e-6,,,,5.075e-16,,,,2.765e+0,,2.087e+1,2.109e-5,2.768e-15,1.492e+2,,2.990e-10,,,,,,,,,,,,,,,,,,,,,,,
203.6,1.826e+2,,,2.354e-41,4.095e-11,,1.599e-27,,3.097e-17,,,7.562e-17,9.865e-27,,6.321e-6,,,,4.148e-16,,,,3.296e+0,,2.161e+1,2.177e-5,2.838e-15,1.577e+2,,8.846e-11,,,,,,,,,,,,,,,,,,,,,,,
203.63,1.920e+2,,,2.390e-41,6.651e-12,,2.857e-27,,3.241e-17,,,7.442e-17,1.005e-26,,5.963e-6,,,,3.671e-16,,,,4.114e+0,,2.223e+1,2.261e-5,2.944e-15,1.657e+2,,1.362e-11,,,,,,,,,,,,,,,,,,,,,,,
203.65,1.942e+2,,,2.369e-41,1.923e-12,,4.087e-27,,3.337e-17,,,7.362e-17,1.018e-26,,5.624e-6,,,,4.190e-16,,,,4.640e+0,,2.223e+1,2.303e-5,3.014e-15,1.673e+2,,3.800e-12,,,,,,,,,,,,,,,,,,,,,,,
203.68,1.910e+2,,,2.278e-41,2.860e-13,,6.696e-27,,3.480e-17,,,7.242e-17,1.036e-26,,5.008e-6,,,,6.971e-16,,,,5.336e+0,,2.164e+1,2.349e-5,3.119e-15,1.640e+2,,3.725e-12,,,,,,,,,,,,,,,,,,,,,,,
203.7,1.848e+2,,,2.185e-41,7.798e-14,,9.041e-27,,3.576e-17,,,7.162e-17,1.049e-26,,4.550e-6,,,,1.093e-15,,,,5.704e+0,,2.095e+1,2.367e-5,3.189e-15,1.582e+2,,3.675e-12,,,,,,,,,,,,,,,,,,,,,,,
203.73,1.705e+2,,,2.011e-41,7.794e-14,,1.359e-26,,3.720e-17,,,7.042e-17,1.068e-26,,3.837e-6,,,,2.225e-15,,,,6.065e+0,,1.979e+1,2.377e-5,3.294e-15,1.447e+2,,3.599e-12,,,,,,,,,,,,,,,,,,,,,,,
203.75,1.586e+2,,,1.881e-41,7.792e-14,,1.731e-26,,3.815e-17,,,6.962e-17,1.080e-26,,3.363e-6,,,,3.540e-15,,,,6.166e+0,,1.918e+1,2.374e-5,3.365e-15,1.332e+2,,3.549e-12,,,,,,,,,,,,,,,,,,,,,,,
203.77,1.454e+2,,,1.746e-41,7.790e-14,,2.156e-26,,3.911e-17,,,6.882e-17,1.093e-26,,2.906e-6,,,,5.531e-15,,,,6.154e+0,,1.892e+1,2.364e-5,3.435e-15,1.203e+2,,3.499e-12,,,,,,,,,,,,,,,,,,,,,,,
203.8,1.253e+2,,,1.546e-41,7.787e-14,,2.870e-26,,4.055e-17,,,6.762e-17,1.111e-26,,2.269e-6,,,,1.038e-14,,,,5.945e+0,,1.963e+1,2.339e-5,3.540e-15,9.969e+1,,3.424e-12,,,,,,,,,,,,,,,,,,,,,,,
203.82,1.126e+2,,,1.425e-41,7.785e-14,,3.374e-26,,4.150e-17,,,6.682e-17,1.124e-26,,1.888e-6,,,,1.536e-14,,,,5.703e+0,,2.108e+1,2.317e-5,3.610e-15,8.583e+1,,3.374e-12,,,,,,,,,,,,,,,,,,,,,,,
203.85,9.633e+1,,,1.279e-41,7.781e-14,,4.118e-26,,4.294e-17,,,6.562e-17,1.142e-26,,1.389e-6,,,,2.647e-14,,,,5.237e+0,,2.501e+1,2.281e-5,3.715e-15,6.609e+1,,3.299e-12,,,,,,,,,,,,,,,,,,,,,,,
203.87,8.793e+1,,,1.218e-41,7.779e-14,,4.569e-26,,4.390e-17,,,6.482e-17,4.159e-26,,1.109e-6,,,,3.698e-14,,,,4.890e+0,,2.887e+1,2.255e-5,3.785e-15,5.417e+1,,3.248e-12,,,,,,,,,,,,,,,,,,,,,,,
203.9,7.951e+1,,,1.204e-41,7.776e-14,,5.113e-26,,4.533e-17,,,6.362e-17,2.768e-25,,7.653e-7,,,,5.848e-14,,,,4.361e+0,,3.640e+1,2.213e-5,3.891e-15,3.875e+1,,3.173e-12,,,,,,,,,,,,,,,,,,,,,,,
203.92,7.666e+1,,,1.264e-41,7.774e-14,,5.355e-26,,4.629e-17,,,6.282e-17,9.515e-25,,5.841e-7,,,,7.712e-14,,,,4.022e+0,,4.235e+1,2.181e-5,3.961e-15,3.029e+1,,3.123e-12,,,,,,,,,,,,,,,,,,,,,,,
203.95,7.594e+1,,,1.489e-41,7.771e-14,,5.496e-26,,4.773e-17,,,6.162e-17,5.811e-24,,3.761e-7,,,,1.118e-13,,,,3.550e+0,,5.201e+1,2.122e-5,4.066e-15,2.038e+1,,3.048e-12,,,,,,,,,,,,,,,,,,,,,,,
203.97,7.726e+1,,,1.749e-41,7.769e-14,,5.433e-26,,4.868e-17,,,6.082e-17,1.887e-23,,2.742e-7,,,,1.392e-13,,,,3.262e+0,,5.846e+1,2.074e-5,4.136e-15,1.553e+1,,2.998e-12,,,,,,,,,,,,,,,,,,,,,,,
