Wavelength (nm),Sum(calc),Al I (1.2e-1),Al II (2.2e-1),Al III (1.7e-5),Ti I (5.1e-2),Ti II (2.8e-1),Ti III (6.0e-4),Fe I (1.0e-1),Fe II (2.3e-1),Fe III (5.1e-5)
253.94,4.406e+4,4.239e-12,6.952e-12,7.026e-23,8.439e+2,7.938e+2,2.188e-14,1.646e+4,2.596e+4,1.417e-20
253.99,4.312e+4,4.246e-12,8.859e-13,6.973e-24,1.195e+3,4.281e+2,2.103e-14,1.815e+4,2.335e+4,1.411e-20
254.04,4.259e+4,4.253e-12,1.044e-13,6.687e-25,1.567e+3,2.148e+2,2.018e-14,2.040e+4,2.041e+4,1.405e-20
254.09,4.232e+4,4.261e-12,1.137e-14,1.036e-24,1.902e+3,1.002e+2,1.934e-14,2.280e+4,1.752e+4,1.399e-20
254.14,4.206e+4,4.268e-12,1.146e-15,1.403e-24,2.136e+3,4.339e+1,1.849e-14,2.490e+4,1.498e+4,1.392e-20
254.19,4.154e+4,4.275e-12,1.301e-15,1.770e-24,2.220e+3,1.745e+1,1.764e-14,2.635e+4,1.296e+4,1.386e-20
254.24,4.057e+4,4.282e-12,1.456e-15,2.138e-24,2.136e+3,6.511e+0,1.680e-14,2.698e+4,1.145e+4,1.380e-20
254.28,3.945e+4,4.287e-12,1.580e-15,2.431e-24,1.959e+3,2.803e+0,1.612e-14,2.690e+4,1.058e+4,1.375e-20
254.33,3.766e+4,4.295e-12,1.735e-15,2.799e-24,1.639e+3,9.130e-1,1.527e-14,2.622e+4,9.801e+3,1.369e-20
254.38,3.559e+4,4.302e-12,1.890e-15,3.166e-24,1.270e+3,2.756e-1,1.443e-14,2.506e+4,9.261e+3,1.363e-20
254.43,3.341e+4,4.309e-12,2.045e-15,3.533e-24,9.104e+2,7.710e-2,1.358e-14,2.360e+4,8.894e+3,1.356e-20
254.48,3.124e+4,4.316e-12,2.200e-15,3.900e-24,6.041e+2,2.001e-2,1.273e-14,2.194e+4,8.688e+3,1.350e-20
254.53,2.917e+4,4.323e-12,2.355e-15,4.267e-24,3.710e+2,4.975e-3,1.189e-14,2.012e+4,8.680e+3,1.344e-20
254.58,2.727e+4,4.330e-12,2.511e-15,4.635e-24,2.109e+2,1.970e-3,1.104e-14,1.812e+4,8.936e+3,1.338e-20
254.63,2.564e+4,4.337e-12,2.666e-15,5.002e-24,1.109e+2,4.368e-3,1.019e-14,1.601e+4,9.520e+3,1.331e-20
254.67,2.459e+4,4.343e-12,2.790e-15,5.296e-24,6.277e+1,1.334e-2,9.515e-15,1.428e+4,1.024e+4,1.326e-20
254.72,2.368e+4,4.350e-12,2.945e-15,5.663e-24,2.873e+1,5.308e-2,8.668e-15,1.221e+4,1.144e+4,1.320e-20
254.77,2.321e+4,4.357e-12,3.100e-15,6.030e-24,1.217e+1,1.964e-1,7.822e-15,1.036e+4,1.283e+4,1.314e-20
254.82,2.304e+4,4.364e-12,3.255e-15,6.397e-24,4.771e+0,6.735e-1,6.975e-15,8.823e+3,1.421e+4,1.308e-20
254.87,2.290e+4,4.371e-12,3.410e-15,6.764e-24,1.731e+0,2.139e+0,6.128e-15,7.606e+3,1.529e+4,1.301e-20
254.92,2.243e+4,4.378e-12,3.565e-15,7.132e-24,5.815e-1,6.293e+0,5.281e-15,6.629e+3,1.580e+4,1.295e-20
254.97,2.134e+4,4.385e-12,3.720e-15,7.499e-24,1.807e-1,1.715e+1,4.435e-15,5.773e+3,1.555e+4,1.289e-20
255.02,1.947e+4,4.392e-12,3.875e-15,7.866e-24,5.200e-2,4.330e+1,3.588e-15,4.933e+3,1.450e+4,1.283e-20
255.06,1.748e+4,4.398e-12,3.999e-15,8.160e-24,1.815e-2,8.596e+1,2.911e-15,4.239e+3,1.316e+4,1.278e-20
255.11,1.460e+4,4.405e-12,4.154e-15,8.527e-24,4.543e-3,1.891e+2,2.064e-15,3.354e+3,1.106e+4,1.271e-20
255.16,1.166e+4,4.412e-12,4.309e-15,8.894e-24,1.052e-3,3.853e+2,1.217e-15,2.500e+3,8.777e+3,1.265e-20
255.21,9.070e+3,4.419e-12,4.464e-15,9.262e-24,2.256e-4,7.272e+2,3.704e-16,1.743e+3,6.600e+3,1.259e-20
255.26,7.153e+3,4.426e-12,4.619e-15,9.629e-24,4.477e-5,1.271e+3,3.744e-15,1.132e+3,4.750e+3,1.253e-20
255.31,6.082e+3,4.403e-11,4.774e-15,9.996e-24,8.223e-6,2.059e+3,3.508e-14,6.836e+2,3.340e+3,1.246e-20
255.36,5.850e+3,4.060e-10,4.930e-15,1.036e-23,1.398e-6,3.089e+3,3.046e-13,3.829e+2,2.378e+3,1.240e-20
255.41,6.290e+3,3.471e-9,5.085e-15,1.073e-23,2.199e-7,4.293e+3,2.453e-12,1.988e+2,1.798e+3,1.234e-20
255.46,7.118e+3,2.750e-8,5.240e-15,1.110e-23,3.202e-8,5.527e+3,1.830e-11,9.566e+1,1.496e+3,1.228e-20
255.50,7.836e+3,1.364e-7,5.364e-15,1.139e-23,6.483e-9,6.401e+3,8.652e-11,5.042e+1,1.385e+3,1.223e-20
255.55,8.543e+3,9.430e-7,5.519e-15,1.176e-23,8.212e-10,7.180e+3,5.633e-10,2.114e+1,1.341e+3,1.216e-20
255.60,8.836e+3,6.043e-6,5.674e-15,1.213e-23,9.628e-11,7.460e+3,3.399e-9,8.205e+0,1.368e+3,1.210e-20
255.65,8.649e+3,3.590e-5,5.829e-15,1.249e-23,1.045e-11,7.180e+3,1.902e-8,2.949e+0,1.466e+3,1.204e-20
255.70,8.085e+3,1.977e-4,5.984e-15,1.286e-23,1.049e-12,6.401e+3,9.860e-8,9.818e-1,1.682e+3,1.198e-20
255.75,7.394e+3,1.009e-3,6.139e-15,1.323e-23,1.020e-12,5.287e+3,4.739e-7,3.026e-1,2.107e+3,1.192e-20
255.80,6.911e+3,4.775e-3,6.294e-15,1.359e-23,9.913e-13,4.044e+3,2.112e-6,8.638e-2,2.866e+3,1.185e-20
255.85,6.987e+3,2.094e-2,6.449e-15,1.396e-23,9.623e-13,2.866e+3,8.722e-6,2.283e-2,4.121e+3,1.179e-20
255.89,7.660e+3,6.472e-2,6.573e-15,1.426e-23,9.392e-13,2.059e+3,2.568e-5,7.450e-3,5.601e+3,1.174e-20
255.94,9.448e+3,2.477e-1,6.728e-15,1.462e-23,9.102e-13,1.271e+3,9.254e-5,1.714e-3,8.176e+3,1.168e-20
255.99,1.236e+4,8.786e-1,6.883e-15,1.499e-23,8.812e-13,7.272e+2,3.091e-4,3.653e-4,1.163e+4,1.162e-20
256.04,1.627e+4,2.889e+0,7.038e-15,1.536e-23,8.523e-13,3.853e+2,9.569e-4,7.208e-5,1.589e+4,1.155e-20
256.09,2.084e+4,8.806e+0,7.193e-15,1.572e-23,8.233e-13,1.891e+2,2.746e-3,1.317e-5,2.064e+4,1.149e-20
256.14,2.547e+4,2.488e+1,7.349e-15,1.609e-23,7.943e-13,8.596e+1,7.305e-3,2.228e-6,2.536e+4,1.143e-20
256.19,2.944e+4,6.518e+1,7.504e-15,1.646e-23,7.654e-13,3.621e+1,1.801e-2,3.491e-7,2.934e+4,1.137e-20
256.24,3.208e+4,1.583e+2,7.659e-15,1.683e-23,7.364e-13,1.417e+1,4.118e-2,5.069e-8,3.190e+4,1.130e-20
256.29,3.295e+4,3.562e+2,7.814e-15,1.719e-23,7.075e-13,5.281e+0,8.725e-2,7.235e-9,3.259e+4,1.124e-20
256.33,3.235e+4,6.454e+2,7.938e-15,1.749e-23,6.843e-13,2.601e+0,1.506e-1,3.523e-9,3.171e+4,1.119e-20
256.38,3.033e+4,1.267e+3,8.093e-15,1.785e-23,6.553e-13,2.100e+0,2.784e-1,1.632e-8,2.906e+4,1.113e-20
256.43,2.758e+4,2.307e+3,8.248e-15,1.822e-23,6.264e-13,4.278e+0,4.771e-1,1.087e-7,2.526e+4,1.107e-20
256.48,2.493e+4,3.893e+3,8.403e-15,1.859e-23,5.974e-13,1.088e+1,7.577e-1,6.776e-7,2.103e+4,1.100e-20
256.53,2.312e+4,6.089e+3,8.558e-15,1.896e-23,5.684e-13,2.665e+1,1.116e+0,3.918e-6,1.700e+4,1.094e-20
256.58,2.248e+4,8.829e+3,8.713e-15,1.932e-23,5.395e-13,6.076e+1,1.522e+0,2.101e-5,1.359e+4,1.088e-20
256.63,2.292e+4,1.187e+4,8.868e-15,1.969e-23,5.105e-13,1.285e+2,1.926e+0,1.045e-4,1.093e+4,1.082e-20
256.68,2.398e+4,1.479e+4,9.023e-15,2.006e-23,4.815e-13,2.519e+2,2.259e+0,4.819e-4,8.938e+3,1.075e-20
256.72,2.482e+4,1.670e+4,9.147e-15,2.035e-23,4.584e-13,4.087e+2,2.429e+0,1.551e-3,7.713e+3,1.070e-20
256.77,2.535e+4,1.816e+4,9.302e-15,2.072e-23,4.294e-13,6.993e+2,2.485e+0,6.246e-3,6.488e+3,1.064e-20
256.82,2.492e+4,1.832e+4,9.457e-15,2.109e-23,4.004e-13,1.109e+3,2.357e+0,2.333e-2,5.486e+3,1.058e-20
256.87,2.348e+4,1.719e+4,9.612e-15,2.145e-23,3.715e-13,1.632e+3,2.072e+0,8.084e-2,4.654e+3,1.052e-20
256.92,2.128e+4,1.507e+4,9.767e-15,2.182e-23,3.425e-13,2.225e+3,1.688e+0,2.598e-1,3.985e+3,1.046e-20
256.97,1.885e+4,1.254e+4,9.923e-15,2.219e-23,3.136e-13,2.813e+3,1.276e+0,7.741e-1,3.489e+3,1.039e-20
257.02,1.678e+4,1.031e+4,1.008e-14,2.255e-23,2.846e-13,3.297e+3,8.951e-1,2.140e+0,3.173e+3,1.033e-20
257.07,1.570e+4,9.075e+3,1.023e-14,2.292e-23,2.556e-13,3.583e+3,5.856e-1,5.485e+0,3.035e+3,1.027e-20
257.11,1.594e+4,9.252e+3,1.036e-14,2.322e-23,2.325e-13,3.627e+3,4.004e-1,1.103e+1,3.046e+3,1.022e-20
257.16,1.802e+4,1.135e+4,1.051e-14,2.358e-23,2.035e-13,3.440e+3,2.464e-1,2.470e+1,3.205e+3,1.016e-20
257.21,2.240e+4,1.581e+4,1.067e-14,2.395e-23,1.745e-13,3.025e+3,1.690e-1,5.127e+1,3.508e+3,1.009e-20
257.26,2.908e+4,2.259e+4,1.082e-14,2.432e-23,1.456e-13,2.466e+3,1.564e-1,9.873e+1,3.927e+3,1.003e-20
257.31,3.759e+4,3.114e+4,1.098e-14,2.468e-23,1.166e-13,1.864e+3,1.992e-1,1.763e+2,4.413e+3,9.968e-21
257.36,4.689e+4,4.039e+4,1.113e-14,2.505e-23,8.764e-14,1.306e+3,2.901e-1,2.920e+2,4.906e+3,9.906e-21
257.41,5.549e+4,4.884e+4,1.129e-14,2.542e-23,5.868e-14,8.488e+2,4.207e-1,4.486e+2,5.353e+3,9.843e-21
257.46,6.175e+4,5.487e+4,1.144e-14,2.579e-23,2.971e-14,5.113e+2,5.774e-1,6.391e+2,5.726e+3,9.781e-21
257.51,6.437e+4,5.721e+4,1.160e-14,2.615e-23,2.972e-13,2.856e+2,7.390e-1,8.444e+2,6.026e+3,9.719e-21
257.55,6.344e+4,5.604e+4,1.172e-14,2.645e-23,1.777e-12,1.697e+2,8.536e-1,9.996e+2,6.226e+3,9.669e-21
257.60,5.872e+4,5.105e+4,1.188e-14,2.681e-23,1.554e-11,8.273e+1,9.555e-1,1.153e+3,6.438e+3,9.606e-21
257.65,5.100e+4,4.313e+4,1.203e-14,2.718e-23,1.262e-10,3.739e+1,9.921e-1,1.235e+3,6.598e+3,9.544e-21
257.70,4.171e+4,3.380e+4,1.219e-14,2.755e-23,9.508e-10,1.567e+1,9.554e-1,1.226e+3,6.663e+3,9.482e-21
257.75,3.229e+4,2.457e+4,1.234e-14,2.792e-23,6.650e-9,6.086e+0,8.534e-1,1.130e+3,6.584e+3,9.419e-21
257.80,2.388e+4,1.657e+4,1.250e-14,2.828e-23,4.317e-8,2.192e+0,7.069e-1,9.701e+2,6.336e+3,9.357e-21
257.85,1.710e+4,1.036e+4,1.265e-14,2.865e-23,2.601e-7,7.320e-1,5.431e-1,7.811e+2,5.957e+3,9.294e-21
257.90,1.217e+4,6.012e+3,1.281e-14,2.902e-23,1.455e-6,2.266e-1,3.870e-1,6.044e+2,5.554e+3,9.232e-21
257.94,9.502e+3,3.684e+3,1.293e-14,2.931e-23,5.465e-6,8.401e-2,2.795e-1,4.984e+2,5.319e+3,9.182e-21
257.99,7.583e+3,1.867e+3,1.309e-14,2.968e-23,2.673e-5,2.270e-2,1.739e-1,4.398e+2,5.276e+3,9.120e-21
258.04,7.017e+3,8.777e+2,1.324e-14,3.005e-23,1.213e-4,5.687e-3,1.003e-1,4.921e+2,5.647e+3,9.057e-21
258.09,7.596e+3,3.827e+2,1.340e-14,3.041e-23,5.112e-4,1.321e-3,5.370e-2,6.817e+2,6.531e+3,8.995e-21
258.14,9.178e+3,1.548e+2,1.355e-14,3.078e-23,1.999e-3,2.844e-4,2.665e-2,1.026e+3,7.997e+3,8.932e-21
258.19,1.170e+4,5.809e+1,1.371e-14,3.115e-23,7.257e-3,5.679e-5,1.227e-2,1.525e+3,1.011e+4,8.870e-21
258.24,1.514e+4,2.022e+1,1.386e-14,3.151e-23,2.445e-2,1.051e-5,5.238e-3,2.148e+3,1.297e+4,8.808e-21
258.29,1.950e+4,6.528e+0,1.402e-14,3.188e-23,7.648e-2,1.804e-6,2.074e-3,2.825e+3,1.667e+4,8.745e-21
258.33,2.358e+4,2.504e+0,1.414e-14,3.218e-23,1.805e-1,4.172e-7,9.362e-4,3.338e+3,2.024e+4,8.695e-21
258.38,2.919e+4,7.062e-1,1.430e-14,3.254e-23,4.937e-1,6.249e-8,3.237e-4,3.846e+3,2.534e+4,8.633e-21
258.43,3.484e+4,1.848e-1,1.445e-14,3.291e-23,1.254e+0,8.678e-9,1.038e-4,4.114e+3,3.072e+4,8.570e-21
258.48,3.972e+4,4.485e-2,1.461e-14,3.328e-23,2.955e+0,1.117e-9,3.087e-5,4.083e+3,3.564e+4,8.508e-21
258.53,4.296e+4,1.010e-2,1.476e-14,3.364e-23,6.468e+0,1.334e-10,8.514e-6,3.760e+3,3.920e+4,8.446e-21
258.58,4.383e+4,2.110e-3,1.492e-14,3.401e-23,1.315e+1,1.476e-11,2.178e-6,3.213e+3,4.061e+4,8.383e-21
258.63,4.205e+4,4.090e-4,1.507e-14,3.438e-23,2.483e+1,1.515e-12,5.167e-7,2.548e+3,3.948e+4,8.321e-21
258.68,3.789e+4,7.353e-5,1.523e-14,3.475e-23,4.358e+1,1.494e-12,1.137e-7,1.874e+3,3.597e+4,8.258e-21
258.73,3.212e+4,1.227e-5,1.538e-14,3.511e-23,7.117e+1,1.474e-12,2.320e-8,1.280e+3,3.077e+4,8.196e-21
258.77,2.706e+4,2.773e-6,1.550e-14,3.541e-23,1.001e+2,1.457e-12,6.163e-9,8.934e+2,2.606e+4,8.146e-21
258.82,2.103e+4,4.042e-7,1.566e-14,3.577e-23,1.442e+2,1.437e-12,1.098e-9,5.330e+2,2.035e+4,8.084e-21
258.87,1.608e+4,5.465e-8,1.581e-14,3.614e-23,1.944e+2,1.416e-12,1.815e-10,2.951e+2,1.559e+4,8.021e-21
258.92,1.265e+4,6.855e-9,1.597e-14,3.651e-23,2.466e+2,1.395e-12,2.782e-11,1.516e+2,1.225e+4,7.959e-21
258.97,1.077e+4,7.978e-10,1.613e-14,3.688e-23,2.965e+2,1.375e-12,3.955e-12,7.224e+1,1.040e+4,7.897e-21
259.02,1.016e+4,8.614e-11,1.628e-14,3.724e-23,3.411e+2,1.354e-12,5.214e-13,3.195e+1,9.790e+3,7.834e-21
259.07,1.038e+4,2.690e-12,1.644e-14,3.761e-23,3.802e+2,1.334e-12,6.375e-14,1.312e+1,9.990e+3,7.772e-21
259.12,1.095e+4,2.674e-12,1.659e-14,3.798e-23,4.157e+2,1.313e-12,7.229e-15,5.030e+0,1.052e+4,7.709e-21
259.16,1.136e+4,2.661e-12,1.671e-14,3.827e-23,4.437e+2,1.297e-12,1.200e-15,2.284e+0,1.091e+4,7.659e-21
259.21,1.161e+4,2.645e-12,1.687e-14,3.864e-23,4.799e+2,1.276e-12,1.201e-15,1.041e+0,1.113e+4,7.597e-21
259.26,1.151e+4,2.629e-12,1.702e-14,3.901e-23,5.184e+2,1.256e-12,1.202e-15,1.142e+0,1.099e+4,7.535e-21
259.31,1.124e+4,2.612e-12,1.718e-14,3.937e-23,5.583e+2,1.235e-12,1.203e-15,2.555e+0,1.068e+4,7.472e-21
259.36,1.125e+4,2.596e-12,1.733e-14,3.974e-23,5.989e+2,1.215e-12,1.204e-15,6.296e+0,1.064e+4,7.129e-20
259.41,1.229e+4,2.580e-12,1.749e-14,4.011e-23,6.416e+2,1.194e-12,1.205e-15,1.471e+1,1.163e+4,6.320e-19
259.46,1.538e+4,2.564e-12,1.764e-14,4.047e-23,6.913e+2,1.174e-12,1.206e-15,3.198e+1,1.466e+4,5.206e-18
259.51,2.176e+4,2.548e-12,1.780e-14,4.084e-23,7.567e+2,1.153e-12,1.207e-15,6.458e+1,2.094e+4,3.985e-17
259.56,3.262e+4,2.532e-12,1.795e-14,4.121e-23,8.502e+2,1.132e-12,1.208e-15,1.211e+2,3.164e+4,2.834e-16
259.60,4.512e+4,2.519e-12,1.808e-14,4.150e-23,9.553e+2,1.116e-12,1.209e-15,1.899e+2,4.397e+4,1.291e-15
259.65,6.561e+4,2.503e-12,1.823e-14,4.187e-23,1.137e+3,1.095e-12,1.210e-15,3.118e+2,6.416e+4,8.044e-15
259.70,9.053e+4,2.486e-12,1.839e-14,4.224e-23,1.386e+3,1.075e-12,1.211e-15,4.754e+2,8.867e+4,4.657e-14
259.75,1.174e+5,2.470e-12,1.854e-14,4.260e-23,1.701e+3,1.054e-12,1.212e-15,6.731e+2,1.151e+5,2.505e-13
259.80,1.427e+5,2.454e-12,1.870e-14,4.297e-23,2.063e+3,1.034e-12,1.213e-15,8.851e+2,1.397e+5,1.252e-12
259.85,1.619e+5,2.438e-12,1.885e-14,4.334e-23,2.431e+3,1.013e-12,1.214e-15,1.081e+3,1.584e+5,5.814e-12
259.90,1.716e+5,2.422e-12,1.901e-14,4.371e-23,2.745e+3,9.927e-13,1.215e-15,1.226e+3,1.676e+5,2.509e-11
259.95,1.697e+5,2.406e-12,1.916e-14,4.407e-23,2.945e+3,9.722e-13,1.216e-15,1.292e+3,1.654e+5,1.006e-10
259.99,1.600e+5,2.393e-12,1.929e-14,4.437e-23,2.998e+3,9.557e-13,1.217e-15,1.278e+3,1.557e+5,2.898e-10
260.04,1.396e+5,2.377e-12,1.944e-14,4.473e-23,2.927e+3,9.352e-13,1.218e-15,1.182e+3,1.355e+5,1.018e-9
260.09,1.137e+5,2.360e-12,1.960e-14,4.510e-23,2.747e+3,9.146e-13,1.219e-15,1.022e+3,1.099e+5,3.322e-9
260.14,8.664e+4,2.344e-12,1.975e-14,4.547e-23,2.538e+3,8.941e-13,1.220e-15,8.365e+2,8.326e+4,1.007e-8
260.19,6.222e+4,2.328e-12,1.991e-14,4.584e-23,2.396e+3,8.735e-13,1.221e-15,6.682e+2,5.916e+4,2.839e-8
260.24,4.290e+4,2.312e-12,2.006e-14,4.620e-23,2.398e+3,8.530e-13,1.222e-15,5.586e+2,3.994e+4,7.433e-8
260.29,2.969e+4,2.296e-12,2.022e-14,4.657e-23,2.575e+3,8.324e-13,1.223e-15,5.410e+2,2.657e+4,1.808e-7
260.34,2.245e+4,2.280e-12,2.037e-14,4.694e-23,2.898e+3,8.119e-13,1.224e-15,6.378e+2,1.891e+4,4.087e-7
260.38,2.037e+4,2.267e-12,2.050e-14,4.723e-23,3.206e+3,7.954e-13,1.225e-15,8.039e+2,1.636e+4,7.444e-7
260.43,2.142e+4,2.251e-12,2.065e-14,4.760e-23,3.558e+3,7.749e-13,1.226e-15,1.116e+3,1.675e+4,1.474e-6
260.48,2.529e+4,2.234e-12,2.081e-14,4.797e-23,3.772e+3,7.543e-13,1.227e-15,1.518e+3,2.000e+4,2.713e-6
260.53,3.064e+4,2.218e-12,2.096e-14,4.833e-23,3.773e+3,7.338e-13,1.228e-15,1.960e+3,2.491e+4,4.638e-6
260.58,3.619e+4,2.202e-12,2.112e-14,4.870e-23,3.552e+3,7.132e-13,1.229e-15,2.375e+3,3.026e+4,7.368e-6
260.63,4.078e+4,2.186e-12,2.127e-14,4.907e-23,3.169e+3,6.927e-13,1.230e-15,2.692e+3,3.492e+4,1.088e-5
260.68,4.363e+4,2.170e-12,2.143e-14,4.943e-23,2.734e+3,6.721e-13,1.231e-15,2.856e+3,3.804e+4,1.492e-5
260.73,4.451e+4,2.154e-12,2.158e-14,4.980e-23,2.383e+3,6.516e-13,1.232e-15,2.841e+3,3.929e+4,1.901e-5
260.78,4.385e+4,2.138e-12,2.174e-14,5.017e-23,2.241e+3,6.310e-13,1.233e-15,2.657e+3,3.896e+4,2.251e-5
260.82,4.290e+4,2.125e-12,2.186e-14,5.046e-23,2.336e+3,6.146e-13,1.234e-15,2.414e+3,3.815e+4,2.444e-5
260.87,4.225e+4,2.108e-12,2.202e-14,5.083e-23,2.738e+3,5.941e-13,1.235e-15,2.038e+3,3.747e+4,2.535e-5
260.92,4.331e+4,2.092e-12,2.217e-14,5.120e-23,3.417e+3,5.735e-13,1.236e-15,1.635e+3,3.825e+4,2.444e-5
260.97,4.674e+4,2.076e-12,2.233e-14,5.156e-23,4.261e+3,5.530e-13,1.237e-15,1.252e+3,4.122e+4,2.190e-5
261.02,5.238e+4,2.060e-12,2.248e-14,5.193e-23,5.104e+3,5.324e-13,1.238e-15,9.175e+2,4.636e+4,1.824e-5
261.07,5.927e+4,2.044e-12,2.264e-14,5.230e-23,5.764e+3,5.119e-13,1.239e-15,6.445e+2,5.286e+4,1.416e-5
261.12,6.587e+4,2.028e-12,2.279e-14,5.267e-23,6.084e+3,4.913e-13,1.240e-15,4.345e+2,5.935e+4,1.030e-5
261.17,7.058e+4,2.012e-12,2.295e-14,5.303e-23,5.982e+3,4.708e-13,1.241e-15,2.817e+2,6.431e+4,7.176e-6
261.21,7.215e+4,1.999e-12,2.307e-14,5.333e-23,5.603e+3,4.543e-13,1.242e-15,1.953e+2,6.635e+4,5.417e-6
261.26,7.092e+4,1.982e-12,2.323e-14,5.369e-23,4.836e+3,4.338e-13,1.243e-15,1.254e+2,6.596e+4,4.295e-6
261.31,6.632e+4,1.966e-12,2.338e-14,5.406e-23,3.881e+3,4.132e-13,1.244e-15,9.208e+1,6.235e+4,4.460e-6
261.36,5.922e+4,1.950e-12,2.354e-14,5.443e-23,2.897e+3,3.927e-13,1.245e-15,9.215e+1,5.623e+4,5.983e-6
261.41,5.085e+4,1.934e-12,2.369e-14,5.480e-23,2.014e+3,3.721e-13,1.246e-15,1.255e+2,4.871e+4,8.892e-6
261.46,4.251e+4,1.918e-12,2.385e-14,5.516e-23,1.312e+3,3.516e-13,1.247e-15,1.941e+2,4.101e+4,1.310e-5
261.51,3.523e+4,1.902e-12,2.400e-14,5.553e-23,8.160e+2,3.310e-13,1.248e-15,2.989e+2,3.412e+4,1.831e-5
261.56,2.962e+4,1.886e-12,2.416e-14,5.590e-23,5.128e+2,3.105e-13,1.249e-15,4.367e+2,2.867e+4,2.394e-5
261.61,2.579e+4,1.869e-12,2.315e-13,5.627e-23,3.711e+2,2.899e-13,1.250e-15,5.968e+2,2.482e+4,2.913e-5
261.65,2.383e+4,1.857e-12,1.340e-12,5.656e-23,3.505e+2,2.735e-13,1.251e-15,7.281e+2,2.275e+4,3.235e-5
261.70,2.230e+4,1.840e-12,1.128e-11,5.693e-23,4.138e+2,2.529e-13,1.252e-15,8.758e+2,2.101e+4,3.455e-5
261.75,2.126e+4,1.824e-12,8.827e-11,5.729e-23,5.494e+2,2.324e-13,1.253e-15,9.825e+2,1.973e+4,3.430e-5
261.80,2.022e+4,1.808e-12,6.429e-10,5.766e-23,7.282e+2,2.118e-13,1.254e-15,1.032e+3,1.846e+4,3.165e-5
261.85,1.895e+4,1.792e-12,4.356e-9,5.803e-23,9.176e+2,1.913e-13,1.255e-15,1.022e+3,1.701e+4,2.715e-5
261.90,1.744e+4,1.776e-12,2.746e-8,5.839e-23,1.082e+3,1.707e-13,1.256e-15,9.696e+2,1.539e+4,2.165e-5
261.95,1.588e+4,1.760e-12,1.610e-7,5.876e-23,1.189e+3,1.502e-13,1.257e-15,9.079e+2,1.378e+4,1.605e-5
262.00,1.447e+4,1.743e-12,8.786e-7,5.913e-23,1.215e+3,1.429e-12,1.258e-15,8.758e+2,1.238e+4,1.106e-5
262.04,1.359e+4,1.731e-12,3.241e-6,5.942e-23,1.173e+3,8.232e-12,1.259e-15,8.947e+2,1.153e+4,7.792e-6
262.09,1.290e+4,1.714e-12,1.553e-5,5.979e-23,1.051e+3,6.884e-11,1.260e-15,9.908e+2,1.086e+4,4.709e-6
262.14,1.271e+4,1.698e-12,6.923e-5,6.016e-23,8.764e+2,5.356e-10,1.261e-15,1.165e+3,1.067e+4,2.645e-6
262.19,1.308e+4,1.682e-12,2.871e-4,6.052e-23,6.792e+2,3.878e-9,1.262e-15,1.389e+3,1.101e+4,1.381e-6
262.24,1.408e+4,1.666e-12,1.108e-3,6.089e-23,4.894e+2,2.613e-8,1.263e-15,1.617e+3,1.197e+4,6.706e-7
262.29,1.576e+4,1.650e-12,3.976e-3,6.126e-23,3.278e+2,1.638e-7,1.264e-15,1.792e+3,1.364e+4,3.026e-7
262.34,1.814e+4,1.634e-12,1.328e-2,6.163e-23,2.043e+2,9.557e-7,1.265e-15,1.868e+3,1.607e+4,1.270e-7
262.39,2.112e+4,1.617e-12,4.124e-2,6.199e-23,1.185e+2,5.188e-6,1.266e-15,1.820e+3,1.918e+4,4.951e-8
262.43,2.377e+4,1.605e-12,9.697e-2,6.229e-23,7.314e+1,1.907e-5,1.267e-15,1.694e+3,2.201e+4,2.211e-8
262.48,2.715e+4,1.588e-12,2.645e-1,6.265e-23,3.867e+1,9.093e-5,1.268e-15,1.453e+3,2.565e+4,7.562e-9
262.53,3.028e+4,1.572e-12,6.714e-1,6.302e-23,2.220e+1,4.035e-4,1.269e-15,1.160e+3,2.909e+4,2.404e-9
262.58,3.294e+4,1.556e-12,1.585e+0,6.339e-23,1.928e+1,1.666e-3,1.270e-15,8.623e+2,3.206e+4,7.104e-10
262.63,3.515e+4,1.540e-12,3.483e+0,6.376e-23,2.938e+1,6.404e-3,1.271e-15,5.980e+2,3.452e+4,1.951e-10
262.68,3.716e+4,1.524e-12,7.118e+0,6.412e-23,5.644e+1,2.290e-2,1.272e-15,3.900e+2,3.670e+4,4.983e-11
262.73,3.938e+4,1.508e-12,1.353e+1,6.449e-23,1.089e+2,7.620e-2,1.273e-15,2.457e+2,3.901e+4,1.183e-11
262.78,4.228e+4,1.492e-12,2.394e+1,6.486e-23,1.988e+2,2.360e-1,1.274e-15,1.617e+2,4.190e+4,2.611e-12
262.83,4.621e+4,1.475e-12,3.940e+1,6.523e-23,3.399e+2,6.800e-1,1.275e-15,1.297e+2,4.570e+4,5.355e-13
262.87,5.011e+4,1.462e-12,5.572e+1,6.552e-23,4.969e+2,1.506e+0,1.276e-15,1.355e+2,4.942e+4,1.431e-13
262.92,5.564e+4,1.446e-12,8.053e+1,6.589e-23,7.512e+2,3.813e+0,1.277e-15,1.759e+2,5.463e+4,2.574e-14
262.97,6.117e+4,1.430e-12,1.083e+2,6.625e-23,1.061e+3,8.985e+0,1.278e-15,2.467e+2,5.974e+4,4.304e-15
263.02,6.561e+4,1.414e-12,1.354e+2,6.662e-23,1.399e+3,1.971e+1,1.279e-15,3.406e+2,6.371e+4,6.691e-16
